2.197339076962125404e+01,1.210517791885273198e+01
2.170653281181456151e+01,1.164639219630739930e+01
2.125641879841439419e+01,1.065083923896437668e+01
2.102741395372984101e+01,1.016267525807391436e+01
2.109251650548163326e+01,9.575135274283752551e+00
2.117805729976376483e+01,8.940022512063638516e+00
2.140772745933358578e+01,8.391674574491712946e+00
2.191993579519069613e+01,7.918825334652424885e+00
2.235754377666185633e+01,7.512063639483937294e+00
2.300941115306184059e+01,7.193803125441657897e+00
2.355932887803104592e+01,7.079021886167701894e+00
2.388067092006702552e+01,6.892244947404552846e+00
2.465994669789415639e+01,6.710109228936584458e+00
2.545924273321352871e+01,6.583075067132384106e+00
2.609676351228573310e+01,6.699333723677035834e+00
2.673071331946939466e+01,7.025015647398490160e+00
2.739275520861055213e+01,7.497941747626278186e+00
2.803465069526365738e+01,8.206667522346219101e+00
2.826779260635181856e+01,8.743296856387164695e+00
2.841757996692478372e+01,9.281977133690272552e+00
2.850069931481830565e+01,9.840251991945947907e+00
2.857023617017761552e+01,1.039838918980431970e+01
2.858374524383325621e+01,1.095595853852380230e+01
2.853738326143380277e+01,1.155233550041389989e+01
2.821507627828166420e+01,1.206708689360267073e+01
2.789597205677481639e+01,1.259594732379010651e+01
